,pl_name,# name,ra_x,ra_y,dec_x,dec_y,st_vj,mag_v,pl_bmassj,mass_sini,pl_radj,radius,pl_orbper,orbital_period,pl_orbsmax,semi_major_axis,pl_orbeccen,eccentricity,pl_def_reflink,pl_disc_reflink,checked_coords,min_distance
386,wasp118b,wasp118b,19.550542999999998,19.550000004,2.702824,2.7027777939999997,11.02,11.02,0.514,,1.44,1.44,4.0460435,4.0460435,0.054529999999999995,0.054529999999999995,0.0,,"<a refstr=""HAY ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.463.3276H target=ref>Hay et al. 2016</a>","<a refstr=""HAY ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.463.3276H target=ref>Hay et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 19.550543,  2.702824)>",28098.45119733426
387,wasp119b,wasp119b,55.933441,55.941666682,-65.193855,-65.19388890100001,12.2,12.2,1.23,1.23,1.4,1.4,2.49979,2.49979,0.0363,0.0363,0.058,0.057999999999999996,"<a refstr=""MAXTED ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...591A..55M target=ref>Maxted et al. 2016</a>","<a refstr=""MAXTED ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...591A..55M target=ref>Maxted et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 55.933441, -65.193855)>",18503.035170299987
388,wasp120b,wasp120b,62.616051,62.616666676,-45.89822,-45.898333363,11.0,11.0,4.85,5.01,1.473,1.515,3.6112706,3.6112705999999997,0.0514,0.0522,0.057,0.059000000000000004,"<a refstr=""TURNER ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016PASP..128f4401T target=ref>Turner et al. 2016</a>","<a refstr=""TURNER ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016PASP..128f4401T target=ref>Turner et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 62.616051, -45.89822)>",26926.141259602737
389,wasp121b,wasp121b,107.600275,107.600000008,-39.097393,-39.097500013,10.44,10.4,1.183,1.183,1.865,1.865,1.2749255,1.2749255,0.02544,0.02544,0.0,0.0,"<a refstr=""DELREZ ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.458.4025D target=ref>Delrez et al. 2016</a>","<a refstr=""DELREZ ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.458.4025D target=ref>Delrez et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 107.600275, -39.097393)>",192140.0871430248
390,wasp123b,wasp123b,289.47867599999995,289.479166685,-32.861129999999996,-32.860000025,11.1,11.1,0.899,0.92,1.318,1.327,2.9776412,2.977641,0.04263,0.0431,0.0,0.0,"<a refstr=""TURNER ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016PASP..128f4401T target=ref>Turner et al. 2016</a>","<a refstr=""TURNER ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016PASP..128f4401T target=ref>Turner et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 289.478676, -32.86113)>",3759.5828820596685
391,wasp124b,wasp124b,332.714323,332.712500017,-30.749671999999997,-30.749444471999997,12.7,12.7,0.6,0.6,1.24,1.24,3.37265,3.37265,0.0449,0.0499,0.017,0.017,"<a refstr=""MAXTED ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...591A..55M target=ref>Maxted et al. 2016</a>","<a refstr=""MAXTED ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...591A..55M target=ref>Maxted et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 332.714323, -30.749672)>",67618.47678908348
392,wasp126b,wasp126b,63.373865,63.37500001,-69.226807,-69.226944457,10.8,10.8,0.28,0.28,0.96,0.96,3.2888,3.2888,0.0449,0.0449,0.18,0.18,"<a refstr=""MAXTED ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...591A..55M target=ref>Maxted et al. 2016</a>","<a refstr=""MAXTED ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...591A..55M target=ref>Maxted et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 63.373865, -69.226807)>",35748.63083031285
393,wasp127b,wasp127b,160.55867,160.558666671,-3.835064,-3.8350833514,10.15,10.15,0.18,,1.37,1.37,4.178062,4.178062000000001,0.052,0.052000000000000005,,,"<a refstr=""LAM ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...599A...3L target=ref>Lam et al. 2017</a>","<a refstr=""LAM ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...599A...3L target=ref>Lam et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 160.55867, -3.835064)>",5969.019037007309
394,wasp129b,wasp129b,176.29896499999998,176.30000000400003,-42.063927,-42.063888901,12.3,12.3,1.0,1.0,0.93,0.93,5.748145,5.748145,0.0628,0.0628,0.096,0.096,"<a refstr=""MAXTED ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...591A..55M target=ref>Maxted et al. 2016</a>","<a refstr=""MAXTED ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...591A..55M target=ref>Maxted et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 176.298965, -42.063927)>",5698.032806913359
395,wasp130b,wasp130b,203.105988,203.104166675,-42.475273,-42.475277794,11.1,11.1,1.23,,0.89,0.89,11.55098,11.550980000000001,0.1012,0.1012,0.0,0.0,"<a refstr=""HELLIER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.465.3693H target=ref>Hellier et al. 2017</a>","<a refstr=""HELLIER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.465.3693H target=ref>Hellier et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 203.105988, -42.475273)>",17264.837227860487
396,wasp131b,wasp131b,210.19354199999998,210.191666682,-30.583567,-30.583611123,10.1,10.1,0.27,,1.22,1.22,5.322023,5.322023000000001,0.0607,0.0607,0.0,0.0,"<a refstr=""HELLIER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.465.3693H target=ref>Hellier et al. 2017</a>","<a refstr=""HELLIER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.465.3693H target=ref>Hellier et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 210.193542, -30.583567)>",91669.21772654241
397,wasp132b,wasp132b,217.60913100000002,217.608333342,-46.15918,-46.159166676999995,12.4,12.4,0.41,,0.87,0.87,7.133521,7.133521000000001,0.067,0.067,0.0,0.0,"<a refstr=""HELLIER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.465.3693H target=ref>Hellier et al. 2017</a>","<a refstr=""HELLIER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.465.3693H target=ref>Hellier et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 217.609131, -46.15918)>",147561.55533528916
398,wasp133b,wasp133b,314.575373,314.575000006,-35.796555,-35.796666693,12.9,12.9,1.16,1.16,1.21,1.21,2.176423,2.1764229999999998,0.0345,0.0345,0.17,0.17,"<a refstr=""MAXTED ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...591A..55M target=ref>Maxted et al. 2016</a>","<a refstr=""MAXTED ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...591A..55M target=ref>Maxted et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 314.575373, -35.796555)>",6420.178285709438
399,wasp136b,wasp136b,0.32575,0.32570833939,-8.926325,-8.9262778038,9.98,9.98,1.51,,1.38,1.38,5.215357,5.215357,0.0661,0.0661,,,"<a refstr=""LAM ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...599A...3L target=ref>Lam et al. 2017</a>","<a refstr=""LAM ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...599A...3L target=ref>Lam et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 0.32575, -8.926325)>",138380.99340334893
400,wasp138b,wasp138b,41.639084000000004,41.6390416778,-0.463922,-0.46388890899999996,11.81,11.81,1.22,1.09,1.09,,3.634433,3.634433,0.0494,0.0494,,,"<a refstr=""LAM ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...599A...3L target=ref>Lam et al. 2017</a>","<a refstr=""LAM ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...599A...3L target=ref>Lam et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 41.639084, -0.463922)>",81443.0340898793
401,wasp139b,wasp139b,49.562228999999995,49.562500005,-41.302147,-41.30222223,12.4,12.4,0.117,,0.8,0.8,5.924262,5.924262000000001,0.062,0.062,0.0,0.0,"<a refstr=""HELLIER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.465.3693H target=ref>Hellier et al. 2017</a>","<a refstr=""HELLIER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.465.3693H target=ref>Hellier et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 49.562229, -41.302147)>",6462.813383291763
402,wasp140b,wasp140b,60.385619999999996,60.38750001100001,-20.451092000000003,-20.451111121,11.1,11.1,2.44,,1.44,1.44,2.2359835,2.2359835,0.0323,0.0323,0.047,0.047,"<a refstr=""HELLIER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.465.3693H target=ref>Hellier et al. 2017</a>","<a refstr=""HELLIER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.465.3693H target=ref>Hellier et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 60.38562, -20.451092)>",128921.18460371846
403,wasp141b,wasp141b,71.824409,71.82500000600001,-17.115154,-17.115277792,12.4,12.4,2.69,,1.21,1.21,3.310651,3.310651,0.0469,0.0469,0.0,0.0,"<a refstr=""HELLIER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.465.3693H target=ref>Hellier et al. 2017</a>","<a refstr=""HELLIER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.465.3693H target=ref>Hellier et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 71.824409, -17.115154)>",26234.655122196862
404,wasp142b,wasp142b,140.506393,140.50833333399999,-23.946169,-23.94611114,12.3,12.3,0.84,,1.53,1.53,2.052868,2.052868,0.0347,0.0347,0.0,0.0,"<a refstr=""HELLIER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.465.3693H target=ref>Hellier et al. 2017</a>","<a refstr=""HELLIER ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.465.3693H target=ref>Hellier et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 140.506393, -23.946169)>",159525.39473427835
405,wasp151b,wasp151b,349.063446,349.06341667199996,0.306743,0.306805567,12.795,12.9,0.31,,1.13,1.13,4.533471,4.533471,0.055,0.055,0.003,0.0,"<a refstr=""DEMANGEON ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171006321D target=ref>Demangeon et al. 2017</a>","<a refstr=""DEMANGEON ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171006321D target=ref>Demangeon et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 349.063446,  0.306743)>",30504.528144965883
406,wasp153b,wasp153b,279.26239,279.262375001,40.018723,40.0187222242,12.8,12.8,0.39,,1.55,1.55,3.332609,3.3326089999999997,0.048,0.048,0.009,0.0,"<a refstr=""DEMANGEON ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171006321D target=ref>Demangeon et al. 2017</a>","<a refstr=""DEMANGEON ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171006321D target=ref>Demangeon et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 279.26239,  40.018723)>",10323.716435590832
407,wasp156b,wasp156b,32.781708,32.7817083359,2.418,2.4180000094,11.6,11.6,0.128,,0.51,0.51,3.836169,3.8361690000000004,0.0453,0.0453,0.007,0.0,"<a refstr=""DEMANGEON ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171006321D target=ref>Demangeon et al. 2017</a>","<a refstr=""DEMANGEON ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171006321D target=ref>Demangeon et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 32.781708,  2.418)>",75839.55953172519
408,wasp157b,wasp157b,201.655197,201.654166679,-8.31756,-8.317500007000001,12.91,12.9,0.574,0.574,1.065,1.045,3.9516205,3.9516205,0.0529,0.0529,0.0,0.0,"<a refstr=""MO&#X10D;NIK ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016PASP..128l4403M target=ref>Mo&#x10D;nik et al. 2016</a>","<a refstr=""MO&#X10D;NIK ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016PASP..128l4403M target=ref>Mo&#x10D;nik et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 201.655197, -8.31756)>",79568.3579897081
409,wasp167b,wasp167b,196.043869,196.04387500400003,-35.549521999999996,-35.5495222458,,10.5,8.0,,1.58,1.51,2.0219596,2.0219591,0.0365,0.0365,,,"<a refstr=""TEMPLE ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.471.2743T target=ref>Temple et al. 2017</a>","<a refstr=""TEMPLE ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.471.2743T target=ref>Temple et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 196.043869, -35.549522)>",5089.6308410950705
411,wasp53b,wasp53b,31.909203,31.9092500127,-20.661839,-20.661944467,,,2.132,,1.074,1.074,3.3098443,3.3098443,0.041010000000000005,0.041010000000000005,0.03,0.0,"<a refstr=""TRIAUD ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.467.1714T target=ref>Triaud et al. 2017</a>","<a refstr=""TRIAUD ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.467.1714T target=ref>Triaud et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 31.909203, -20.661839)>",108606.14288418923
412,wasp53c,wasp53c,31.909203,31.9092500127,-20.661839,-20.661944467,,,16.35,16.35,,,2840.0,2840.0,3.73,3.73,0.8369,0.8369,"<a refstr=""TRIAUD ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.467.1714T target=ref>Triaud et al. 2017</a>","<a refstr=""TRIAUD ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.467.1714T target=ref>Triaud et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 31.909203, -20.661839)>",108606.14288418923
413,wasp65b,wasp65b,133.324304,133.325,8.523038,8.523,11.9,11.9,1.55,,1.112,1.112,2.3114243,2.3114242999999997,0.0334,0.0334,0.0,,"<a refstr=""GOMEZ ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013A%26A...559A..36G target=ref> Gomez et al. 2013 </a>","<a refstr=""GOMEZ ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013A%26A...559A..36G target=ref> Gomez et al. 2013 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 133.324304,  8.523038)>",11789.760615380637
414,wasp76b,wasp76b,26.632746,26.6333,2.700539,2.7006,9.5,9.5,0.92,,1.83,1.83,1.809886,1.809886,0.033,0.033,0.0,0.0,"<a refstr=""WEST ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...585A.126W target=ref>West et al. 2016</a>","<a refstr=""WEST ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...585A.126W target=ref>West et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 26.632746,  2.700539)>",4176.126633766535
415,wasp81b,wasp81b,304.207886,304.207875017,3.29405,3.2940833476,,,0.729,,1.429,1.429,2.7164762,2.7164762000000002,0.039080000000000004,0.039080000000000004,0.066,0.0,"<a refstr=""TRIAUD ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.467.1714T target=ref>Triaud et al. 2017</a>","<a refstr=""TRIAUD ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.467.1714T target=ref>Triaud et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 304.207886,  3.29405)>",4678.996925644503
416,wasp91b,wasp91b,357.845367,357.845833341,-70.15283199999999,-70.152777783,12.0,12.0,1.34,,1.03,1.03,2.798581,1.7985810000000002,0.037,0.037000000000000005,0.0,0.0,"<a refstr=""ANDERSON ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...604A.110A target=ref>Anderson et al. 2017</a>","<a refstr=""ANDERSON ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...604A.110A target=ref>Anderson et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 357.845367, -70.152832)>",108886.01414645012
417,wasp92b,wasp92b,246.69210800000002,246.692000015,51.041115000000005,51.041166673599996,13.18,13.18,0.805,,1.4609999999999999,1.4609999999999999,2.1746742,2.1746742,0.0348,0.0348,0.0,0.0,"<a refstr=""HAY ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.463.3276H target=ref>Hay et al. 2016</a>","<a refstr=""HAY ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.463.3276H target=ref>Hay et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 246.692108,  51.041115)>",36177.82133972311
418,wasp93b,wasp93b,9.458791999999999,9.45833335,51.288761,51.28888889899999,10.97,10.97,1.47,,1.597,1.597,2.7325321,2.7325321,0.04211,0.04211,0.0,,"<a refstr=""HAY ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.463.3276H target=ref>Hay et al. 2016</a>","<a refstr=""HAY ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.463.3276H target=ref>Hay et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 9.458792,  51.288761)>",13224.61966622553
419,wolf1061b,wolf1061b,247.575241,247.57524179799998,-12.662594,-12.6625898008,10.03,10.07,0.00601,0.00601,,,4.8869,4.8869,0.0375,0.0375,0.15,0.15,"<a refstr=""ASTUDILLO-DEFRU ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...602A..88A target=ref>Astudillo-Defru et al. 2017</a>","<a refstr=""WRIGHT ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...817L..20W target=ref>Wright et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 247.575241, -12.662594)>",3101.485037913143
420,wolf1061c,wolf1061c,247.575241,247.57524179799998,-12.662594,-12.6625898008,10.03,10.07,0.01073,0.0107,,,17.8719,17.8719,0.089,0.08900000000000001,0.11,0.11,"<a refstr=""ASTUDILLO-DEFRU ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...602A..88A target=ref>Astudillo-Defru et al. 2017</a>","<a refstr=""WRIGHT ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...817L..20W target=ref>Wright et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 247.575241, -12.662594)>",3101.485037913143
421,wolf1061d,wolf1061d,247.575241,247.57524179799998,-12.662594,-12.6625898008,10.03,10.07,0.02423,0.0242,,,217.21,217.21,0.47,0.47,0.55,0.55,"<a refstr=""ASTUDILLO-DEFRU ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...602A..88A target=ref>Astudillo-Defru et al. 2017</a>","<a refstr=""WRIGHT ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...817L..20W target=ref>Wright et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 247.575241, -12.662594)>",3101.485037913143
422,xo6b,xo6b,94.79328199999999,94.79166667,73.827682,73.827777803,10.25,10.25,4.4,,2.07,2.07,3.7650007,3.7650007000000003,0.0815,0.0815,0.0,0.0,"<a refstr=""CROUZET ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153...94C target=ref>Crouzet et al. 2017</a>","<a refstr=""CROUZET ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153...94C target=ref>Crouzet et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 94.793282,  73.827682)>",117847.00993331849
423,yzcetb,yzcetb,18.127668,18.1270833435,-16.998966,-16.998888921,12.074000000000002,12.074000000000002,0.00236,0.0024,,,1.96876,1.9687599999999998,0.015569999999999999,0.015569999999999999,0.0,0.0,"<a refstr=""ASTUDILLO-DEFRU ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170803336A target=ref>Astudillo-Defru et al. 2017</a>","<a refstr=""ASTUDILLO-DEFRU ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170803336A target=ref>Astudillo-Defru et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 18.127668, -16.998966)>",24779.79953077
424,yzcetc,yzcetc,18.127668,18.1270833435,-16.998966,-16.998888921,12.074000000000002,12.074000000000002,0.0030800000000000003,0.0031,,,3.06008,3.06008,0.0209,0.0209,0.04,0.04,"<a refstr=""ASTUDILLO-DEFRU ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170803336A target=ref>Astudillo-Defru et al. 2017</a>","<a refstr=""ASTUDILLO-DEFRU ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170803336A target=ref>Astudillo-Defru et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 18.127668, -16.998966)>",24779.79953077
425,yzcetd,yzcetd,18.127668,18.1270833435,-16.998966,-16.998888921,12.074000000000002,12.074000000000002,0.00359,0.00359,,,4.65627,4.65627,0.027639999999999998,0.027639999999999998,0.129,0.129,"<a refstr=""ASTUDILLO-DEFRU ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170803336A target=ref>Astudillo-Defru et al. 2017</a>","<a refstr=""ASTUDILLO-DEFRU ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170803336A target=ref>Astudillo-Defru et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 18.127668, -16.998966)>",24779.79953077
429,nuophb,nuophb,269.756622,269.7583333,-9.773632000000001,-9.773611099999998,3.34,3.33,24.0,24.0,,,530.32,530.32,1.9,1.9,0.1256,0.13,"<a refstr=""SATO ET AL. 2012"" href=http://adsabs.harvard.edu/abs/2012PASJ...64..135S target=ref> Sato et al. 2012 </a>","<a refstr=""SATO ET AL. 2012"" href=http://adsabs.harvard.edu/abs/2012PASJ...64..135S target=ref> Sato et al. 2012 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 269.756622, -9.773632)>",24612.76810585742
